Year,Month,Item,Quantity,Unit
2016,May,Crude Throughput,978088,Barrels/Day
2016,May,Oil Products Production,1320179,Barrels/Day
2016,May,Oil Products Import,220751,Barrels/Day
2016,May,Oil Products Supply,1540931,Barrels/Day
2016,May,Oil Products Consumption,1119600,Barrels/Day
2016,May,Mogas Consumption,179438,Barrels/Day
2016,May,Diesel Oil Consumption,408431,Barrels/Day
2016,May,Others Consumption,531730,Barrels/Day
2016,May,Oil Products Export,203553,Barrels/Day
2016,May,Oil Products Demand,1323153,Barrels/Day
2016,June,Crude Production,253363,Barrels/Day
2016,June,Crude Import,737793,Barrels/Day
2016,June,Crude Export,21418,Barrels/Day
2016,June,Crude Throughput,1953967,Barrels/Day
2016,June,Oil Products Production,1311926,Barrels/Day
2016,June,Oil Products Import,182140,Barrels/Day
2016,June,Oil Products Supply,1494067,Barrels/Day
2016,June,Oil Products Consumption,1085167,Barrels/Day
2016,June,Mogas Consumption,179746,Barrels/Day
2016,June,Diesel Oil Consumption,390077,Barrels/Day
2016,June,Others Consumption,515342,Barrels/Day
2016,June,Oil Products Export,204444,Barrels/Day
2016,June,Oil Products Demand,1289612,Barrels/Day
2016,July,Crude Production,258709,Barrels/Day
2016,July,Crude Import,927934,Barrels/Day
2016,July,Crude Export,59283,Barrels/Day
2016,July,Crude Throughput,1089170,Barrels/Day
2016,July,Oil Products Production,1474501,Barrels/Day
2016,July,Oil Products Import,143643,Barrels/Day
2016,July,Oil Products Supply,1618145,Barrels/Day
2016,July,Oil Products Consumption,1052879,Barrels/Day
2016,July,Mogas Consumption,183150,Barrels/Day
2016,July,Diesel Oil Consumption,360187,Barrels/Day
2016,July,Others Consumption,509542,Barrels/Day
2016,July,Oil Products Export,230391,Barrels/Day
2016,July,Oil Products Demand,1283270,Barrels/Day
2016,August,Crude Production,253367,Barrels/Day
2016,August,Crude Import,715728,Barrels/Day
2016,August,Crude Export,53766,Barrels/Day
2016,August,Crude Throughput,1088504,Barrels/Day
2016,August,Oil Products Production,1464890,Barrels/Day
2016,August,Oil Products Import,207902,Barrels/Day
2016,August,Oil Products Supply,1672792,Barrels/Day
2016,August,Oil Products Consumption,1078318,Barrels/Day
2016,August,Mogas Consumption,191552,Barrels/Day
2016,August,Diesel Oil Consumption,368350,Barrels/Day
2016,August,Others Consumption,518415,Barrels/Day
2016,August,Oil Products Export,267490,Barrels/Day
2016,August,Oil Products Demand,1345809,Barrels/Day
2016,September,Crude Production,253367,Barrels/Day
2016,September,Crude Import,943481,Barrels/Day
2016,September,Crude Export,49694,Barrels/Day
2016,September,Crude Throughput,1093195,Barrels/Day
2016,September,Oil Products Production,1488119,Barrels/Day
2016,September,Oil Products Import,174896,Barrels/Day
2016,September,Oil Products Supply,1663015,Barrels/Day
2016,September,Oil Products Consumption,1068073,Barrels/Day
2016,September,Mogas Consumption,181711,Barrels/Day
2016,September,Diesel Oil Consumption,366223,Barrels/Day
2016,September,Others Consumption,520138,Barrels/Day
2016,September,Oil Products Export,237666,Barrels/Day
2016,September,Oil Products Demand,1305739,Barrels/Day
2016,October,Crude Production,252110,Barrels/Day
2016,October,Crude Import,827040,Barrels/Day
2016,October,Crude Export,15816,Barrels/Day
2016,October,Crude Throughput,1153109,Barrels/Day
2016,October,Oil Products Production,1534449,Barrels/Day
2016,October,Oil Products Import,187169,Barrels/Day
2016,October,Oil Products Supply,1721618,Barrels/Day
2016,October,Oil Products Consumption,1044482,Barrels/Day
2016,October,Mogas Consumption,175882,Barrels/Day
2016,October,Diesel Oil Consumption,351026,Barrels/Day
2016,October,Others Consumption,517574,Barrels/Day
2016,October,Oil Products Export,245310,Barrels/Day
2016,October,Oil Products Demand,1289793,Barrels/Day
2016,November,Crude Production,252572,Barrels/Day
2016,November,Crude Import,891702,Barrels/Day
2016,November,Crude Export,45656,Barrels/Day
2016,November,Crude Throughput,1174322,Barrels/Day
2016,November,Oil Products Production,1549746,Barrels/Day
2016,November,Oil Products Import,76857,Barrels/Day
2016,November,Oil Products Supply,1626604,Barrels/Day
2016,November,Oil Products Consumption,1068602,Barrels/Day
2016,November,Mogas Consumption,184478,Barrels/Day
2016,November,Diesel Oil Consumption,398540,Barrels/Day
2016,November,Others Consumption,485583,Barrels/Day
2016,November,Oil Products Export,313514,Barrels/Day
2016,November,Oil Products Demand,1382117,Barrels/Day
2016,December,Crude Production,246481,Barrels/Day
2016,December,Crude Import,924175,Barrels/Day
2016,December,Crude Export,25623,Barrels/Day
2016,December,Crude Throughput,1159952,Barrels/Day
2016,December,Oil Products Production,1545602,Barrels/Day
2016,December,Oil Products Import,134425,Barrels/Day
2016,December,Oil Products Supply,1680027,Barrels/Day
2016,December,Oil Products Consumption,1137285,Barrels/Day
2016,December,Mogas Consumption,192275,Barrels/Day
2016,December,Diesel Oil Consumption,415874,Barrels/Day
2016,December,Others Consumption,529135,Barrels/Day
2016,December,Oil Products Export,302250,Barrels/Day
2016,December,Oil Products Demand,1439535,Barrels/Day
2017,January,Crude Production,250110,Barrels/Day
2017,January,Crude Import,1009391,Barrels/Day
2017,January,Crude Export,28722,Barrels/Day
2017,January,Crude Throughput,1155267,Barrels/Day
2017,January,Oil Products Production,1528942,Barrels/Day
2017,January,Oil Products Import,157156,Barrels/Day
2017,January,Oil Products Supply,1686098,Barrels/Day
2017,January,Oil Products Consumption,1127655,Barrels/Day
2017,January,Mogas Consumption,180292,Barrels/Day
2017,January,Diesel Oil Consumption,389251,Barrels/Day
2017,January,Others Consumption,558111,Barrels/Day
2017,January,Oil Products Export,223819,Barrels/Day
2017,January,Oil Products Demand,1351474,Barrels/Day
2017,February,Crude Production,245689,Barrels/Day
2017,February,Crude Import,728939,Barrels/Day
2017,February,Crude Export,37140,Barrels/Day
2017,February,Crude Throughput,1031356,Barrels/Day
2017,February,Oil Products Production,1424213,Barrels/Day
2017,February,Oil Products Import,142941,Barrels/Day
2017,February,Oil Products Supply,1567154,Barrels/Day
2017,February,Oil Products Consumption,1141590,Barrels/Day
2017,February,Mogas Consumption,184656,Barrels/Day
2017,February,Diesel Oil Consumption,428109,Barrels/Day
2017,February,Others Consumption,528823,Barrels/Day
2017,February,Oil Products Export,197022,Barrels/Day
2017,February,Oil Products Demand,1338612,Barrels/Day
2017,March,Crude Production,242127,Barrels/Day
2017,March,Crude Import,846691,Barrels/Day
2017,March,Crude Export,34275,Barrels/Day
2017,March,Crude Throughput,1058083,Barrels/Day
2017,March,Oil Products Production,1440901,Barrels/Day
2017,March,Oil Products Import,256590,Barrels/Day
2017,March,Oil Products Supply,1697492,Barrels/Day
2017,March,Oil Products Consumption,1158525,Barrels/Day
2017,March,Mogas Consumption,190167,Barrels/Day
2017,March,Diesel Oil Consumption,434011,Barrels/Day
2017,March,Others Consumption,534346,Barrels/Day
2017,March,Oil Products Export,191464,Barrels/Day
2017,March,Oil Products Demand,1349989,Barrels/Day
2017,April,Crude Production,232413,Barrels/Day
2017,April,Crude Import,1840791,Barrels/Day
2017,April,Crude Export,45347,Barrels/Day
2017,April,Crude Throughput,1164364,Barrels/Day
2017,April,Oil Products Production,1545820,Barrels/Day
2017,April,Oil Products Import,190159,Barrels/Day
2017,April,Oil Products Supply,1735980,Barrels/Day
2017,April,Oil Products Consumption,1106217,Barrels/Day
2017,April,Mogas Consumption,188285,Barrels/Day
2017,April,Diesel Oil Consumption,403008,Barrels/Day
2017,April,Others Consumption,514923,Barrels/Day
2017,April,Oil Products Export,213794,Barrels/Day
2017,April,Oil Products Demand,1320011,Barrels/Day
2017,May,Crude Production,241626,Barrels/Day
2017,May,Crude Import,849419,Barrels/Day
2017,May,Crude Export,32879,Barrels/Day
2017,May,Crude Throughput,1098602,Barrels/Day
2017,May,Oil Products Production,1483354,Barrels/Day
2017,May,Oil Products Import,240415,Barrels/Day
2017,May,Oil Products Supply,1723769,Barrels/Day
2017,May,Oil Products Consumption,1108933,Barrels/Day
2017,May,Mogas Consumption,187222,Barrels/Day
2017,May,Diesel Oil Consumption,411020,Barrels/Day
2017,May,Others Consumption,510690,Barrels/Day
2017,May,Oil Products Export,251800,Barrels/Day
2017,May,Oil Products Demand,1360733,Barrels/Day
2017,June,Crude Production,226446,Barrels/Day
2017,June,Crude Import,908954,Barrels/Day
2017,June,Crude Export,35788,Barrels/Day
2017,June,Crude Throughput,1072072,Barrels/Day
2017,June,Oil Products Production,1452643,Barrels/Day
2017,June,Oil Products Import,168763,Barrels/Day
2017,June,Oil Products Supply,1621406,Barrels/Day
2017,June,Oil Products Consumption,1113772,Barrels/Day
2017,June,Mogas Consumption,196111,Barrels/Day
2017,June,Diesel Oil Consumption,409686,Barrels/Day
2017,June,Others Consumption,507974,Barrels/Day
2017,June,Oil Products Export,271216,Barrels/Day
2017,June,Oil Products Demand,1384988,Barrels/Day
2017,July,Crude Production,237228,Barrels/Day
2017,July,Crude Import,968914,Barrels/Day
2017,July,Crude Export,42132,Barrels/Day
2017,July,Crude Throughput,1166562,Barrels/Day
2017,July,Oil Products Production,1495276,Barrels/Day
2017,July,Oil Products Import,212320,Barrels/Day
2017,July,Oil Products Supply,1707596,Barrels/Day
2017,July,Oil Products Consumption,1074602,Barrels/Day
2017,July,Mogas Consumption,189644,Barrels/Day
2017,July,Diesel Oil Consumption,374718,Barrels/Day
2017,July,Others Consumption,510239,Barrels/Day
2017,July,Oil Products Export,232325,Barrels/Day
2017,July,Oil Products Demand,1306928,Barrels/Day
2017,August,Crude Production,240876,Barrels/Day
2017,August,Crude Import,883755,Barrels/Day
2017,August,Crude Export,26772,Barrels/Day
2017,August,Crude Throughput,1191284,Barrels/Day
2017,August,Oil Products Production,1579186,Barrels/Day
2017,August,Oil Products Import,179085,Barrels/Day
2017,August,Oil Products Supply,1758271,Barrels/Day
2017,August,Oil Products Consumption,1089661,Barrels/Day
2017,August,Mogas Consumption,192551,Barrels/Day
2017,August,Diesel Oil Consumption,382423,Barrels/Day
2017,August,Others Consumption,514685,Barrels/Day
2017,August,Oil Products Export,289508,Barrels/Day
2017,August,Oil Products Demand,1379169,Barrels/Day
2017,September,Crude Production,240503,Barrels/Day
2017,September,Crude Import,961626,Barrels/Day
2017,September,Crude Export,26830,Barrels/Day
2017,September,Crude Throughput,1180411,Barrels/Day
2017,September,Oil Products Production,1554640,Barrels/Day
2017,September,Oil Products Import,148956,Barrels/Day
2017,September,Oil Products Supply,1703596,Barrels/Day
2017,September,Oil Products Consumption,1091816,Barrels/Day
2017,September,Mogas Consumption,190691,Barrels/Day
2017,September,Diesel Oil Consumption,384866,Barrels/Day
2017,September,Others Consumption,516258,Barrels/Day
2017,September,Oil Products Export,315199,Barrels/Day
2017,September,Oil Products Demand,1407015,Barrels/Day
2017,October,Crude Production,243519,Barrels/Day
2017,October,Crude Import,959623,Barrels/Day
2017,October,Crude Export,25163,Barrels/Day
2017,October,Crude Throughput,1164095,Barrels/Day
2017,October,Oil Products Production,1523574,Barrels/Day
2017,October,Oil Products Import,170790,Barrels/Day
2017,October,Oil Products Supply,1694364,Barrels/Day
2017,October,Oil Products Consumption,1080583,Barrels/Day
2017,October,Mogas Consumption,188355,Barrels/Day
2017,October,Diesel Oil Consumption,365778,Barrels/Day
2017,October,Others Consumption,526448,Barrels/Day
2017,October,Oil Products Export,330658,Barrels/Day
2017,October,Oil Products Demand,1411241,Barrels/Day
2017,November,Crude Production,240592,Barrels/Day
2017,November,Crude Import,1000390,Barrels/Day
2017,November,Crude Export,24945,Barrels/Day
2017,November,Crude Throughput,1183869,Barrels/Day
2017,November,Oil Products Production,1567818,Barrels/Day
2017,November,Oil Products Import,206586,Barrels/Day
2017,November,Oil Products Supply,1774405,Barrels/Day
2017,November,Oil Products Consumption,1144825,Barrels/Day
2017,November,Mogas Consumption,184328,Barrels/Day
2017,November,Diesel Oil Consumption,408729,Barrels/Day
2017,November,Others Consumption,551767,Barrels/Day
2017,November,Oil Products Export,308760,Barrels/Day
2017,November,Oil Products Demand,1453586,Barrels/Day
2017,December,Crude Production,236657,Barrels/Day
2017,December,Crude Import,833781,Barrels/Day
2017,December,Crude Export,32718,Barrels/Day
2017,December,Crude Throughput,1197969,Barrels/Day
2017,December,Oil Products Production,1594285,Barrels/Day
2017,December,Oil Products Import,140780,Barrels/Day
2017,December,Oil Products Supply,1735066,Barrels/Day
2017,December,Oil Products Consumption,1177352,Barrels/Day
2017,December,Mogas Consumption,196315,Barrels/Day
2017,December,Diesel Oil Consumption,424338,Barrels/Day
2017,December,Others Consumption,556698,Barrels/Day
2017,December,Oil Products Export,298596,Barrels/Day
2017,December,Oil Products Demand,1475949,Barrels/Day
2018,January,Crude Production,243022,Barrels/Day
2018,January,Crude Import,1042685,Barrels/Day
2018,January,Crude Export,39362,Barrels/Day
2018,January,Crude Throughput,1124351,Barrels/Day
2018,January,Oil Products Production,1574072,Barrels/Day
2018,January,Oil Products Import,178555,Barrels/Day
2018,January,Oil Products Supply,1752627,Barrels/Day
2018,January,Oil Products Consumption,1161072,Barrels/Day
2018,January,Mogas Consumption,188785,Barrels/Day
2018,January,Diesel Oil Consumption,412841,Barrels/Day
2018,January,Others Consumption,559444,Barrels/Day
2018,January,Oil Products Export,273927,Barrels/Day
2018,January,Oil Products Demand,1434999,Barrels/Day
2018,February,Crude Production,244279,Barrels/Day
2018,February,Crude Import,1012439,Barrels/Day
2018,February,Crude Export,19608,Barrels/Day
2018,February,Crude Throughput,1145214,Barrels/Day
2018,February,Oil Products Production,1623027,Barrels/Day
2018,February,Oil Products Import,219110,Barrels/Day
2018,February,Oil Products Supply,1842138,Barrels/Day
2018,February,Oil Products Consumption,1197704,Barrels/Day
2018,February,Mogas Consumption,198382,Barrels/Day
2018,February,Diesel Oil Consumption,438698,Barrels/Day
2018,February,Others Consumption,560622,Barrels/Day
2018,February,Oil Products Export,246514,Barrels/Day
2018,February,Oil Products Demand,1444219,Barrels/Day
2018,March,Crude Production,218861,Barrels/Day
2018,March,Crude Import,885181,Barrels/Day
2018,March,Crude Export,47918,Barrels/Day
2018,March,Crude Throughput,1152407,Barrels/Day
2018,March,Oil Products Production,1631506,Barrels/Day
2018,March,Oil Products Import,166655,Barrels/Day
2018,March,Oil Products Supply,1798162,Barrels/Day
2018,March,Oil Products Consumption,1198851,Barrels/Day
2018,March,Mogas Consumption,194651,Barrels/Day
2018,March,Diesel Oil Consumption,442165,Barrels/Day
2018,March,Others Consumption,562033,Barrels/Day
2018,March,Oil Products Export,282679,Barrels/Day
2018,March,Oil Products Demand,1481531,Barrels/Day
2018,April,Crude Production,204842,Barrels/Day
2018,April,Crude Import,1062281,Barrels/Day
2018,April,Crude Export,24304,Barrels/Day
2018,April,Crude Throughput,1149156,Barrels/Day
2018,April,Oil Products Production,1600270,Barrels/Day
2018,April,Oil Products Import,203758,Barrels/Day
2018,April,Oil Products Supply,1804028,Barrels/Day
2018,April,Oil Products Consumption,1146768,Barrels/Day
2018,April,Mogas Consumption,197569,Barrels/Day
2018,April,Diesel Oil Consumption,419194,Barrels/Day
2018,April,Others Consumption,530003,Barrels/Day
2018,April,Oil Products Export,262338,Barrels/Day
2018,April,Oil Products Demand,1409106,Barrels/Day
2018,May,Crude Production,229693,Barrels/Day
2018,May,Crude Import,887184,Barrels/Day
2018,May,Crude Export,31010,Barrels/Day
2018,May,Crude Throughput,1031499,Barrels/Day
2018,May,Oil Products Production,1507372,Barrels/Day
2018,May,Oil Products Import,213529,Barrels/Day
2018,May,Oil Products Supply,1720902,Barrels/Day
2018,May,Oil Products Consumption,1130019,Barrels/Day
2018,May,Mogas Consumption,188473,Barrels/Day
2018,May,Diesel Oil Consumption,410403,Barrels/Day
2018,May,Others Consumption,531142,Barrels/Day
2018,May,Oil Products Export,255840,Barrels/Day
2018,May,Oil Products Demand,1385859,Barrels/Day
2018,June,Crude Production,225019,Barrels/Day
2018,June,Crude Import,840006,Barrels/Day
2018,June,Crude Export,26486,Barrels/Day
2018,June,Crude Throughput,1083214,Barrels/Day
2018,June,Oil Products Production,1537129,Barrels/Day
2018,June,Oil Products Import,209255,Barrels/Day
2018,June,Oil Products Supply,1746385,Barrels/Day
2018,June,Oil Products Consumption,1131616,Barrels/Day
2018,June,Mogas Consumption,199384,Barrels/Day
2018,June,Diesel Oil Consumption,401719,Barrels/Day
2018,June,Others Consumption,530512,Barrels/Day
2018,June,Oil Products Export,242677,Barrels/Day
2018,June,Oil Products Demand,1374294,Barrels/Day
2018,July,Crude Production,230065,Barrels/Day
2018,July,Crude Import,1043840,Barrels/Day
2018,July,Crude Export,26627,Barrels/Day
2018,July,Crude Throughput,1163204,Barrels/Day
2018,July,Oil Products Production,1593169,Barrels/Day
2018,July,Oil Products Import,175413,Barrels/Day
2018,July,Oil Products Supply,1768582,Barrels/Day
2018,July,Oil Products Consumption,1082048,Barrels/Day
2018,July,Mogas Consumption,192537,Barrels/Day
2018,July,Diesel Oil Consumption,374187,Barrels/Day
2018,July,Others Consumption,515323,Barrels/Day
2018,July,Oil Products Export,278567,Barrels/Day
2018,July,Oil Products Demand,1360616,Barrels/Day
2018,August,Crude Production,224701,Barrels/Day
2018,August,Crude Import,937476,Barrels/Day
2018,August,Crude Export,33532,Barrels/Day
2018,August,Crude Throughput,1101795,Barrels/Day
2018,August,Oil Products Production,1562980,Barrels/Day
2018,August,Oil Products Import,177178,Barrels/Day
2018,August,Oil Products Supply,1740158,Barrels/Day
2018,August,Oil Products Consumption,1109602,Barrels/Day
2018,August,Mogas Consumption,196599,Barrels/Day
2018,August,Diesel Oil Consumption,387072,Barrels/Day
2018,August,Others Consumption,525930,Barrels/Day
2018,August,Oil Products Export,344541,Barrels/Day
2018,August,Oil Products Demand,1454143,Barrels/Day
2018,September,Crude Production,217629,Barrels/Day
2018,September,Crude Import,851702,Barrels/Day
2018,September,Crude Export,29811,Barrels/Day
2018,September,Crude Throughput,1139301,Barrels/Day
2018,September,Oil Products Production,1571688,Barrels/Day
2018,September,Oil Products Import,207484,Barrels/Day
2018,September,Oil Products Supply,1779172,Barrels/Day
2018,September,Oil Products Consumption,1079055,Barrels/Day
2018,September,Mogas Consumption,188826,Barrels/Day
2018,September,Diesel Oil Consumption,368159,Barrels/Day
2018,September,Others Consumption,522069,Barrels/Day
2018,September,Oil Products Export,288439,Barrels/Day
2018,September,Oil Products Demand,1367494,Barrels/Day
2018,October,Crude Production,236077,Barrels/Day
2018,October,Crude Import,1089736,Barrels/Day
2018,October,Crude Export,17346,Barrels/Day
2018,October,Crude Throughput,1160004,Barrels/Day
2018,October,Oil Products Production,1581904,Barrels/Day
2018,October,Oil Products Import,215088,Barrels/Day
2018,October,Oil Products Supply,1796993,Barrels/Day
2018,October,Oil Products Consumption,1105032,Barrels/Day
2018,October,Mogas Consumption,192786,Barrels/Day
2018,October,Diesel Oil Consumption,381883,Barrels/Day
2018,October,Others Consumption,530362,Barrels/Day
2018,October,Oil Products Export,311847,Barrels/Day
2018,October,Oil Products Demand,1416880,Barrels/Day
2018,November,Crude Production,241875,Barrels/Day
2018,November,Crude Import,842024,Barrels/Day
2018,November,Crude Export,24248,Barrels/Day
2018,November,Crude Throughput,1182560,Barrels/Day
2018,November,Oil Products Production,1621310,Barrels/Day
2018,November,Oil Products Import,166990,Barrels/Day
2018,November,Oil Products Supply,1788301,Barrels/Day
2018,November,Oil Products Consumption,1169721,Barrels/Day
2018,November,Mogas Consumption,198300,Barrels/Day
2018,November,Diesel Oil Consumption,418329,Barrels/Day
2018,November,Others Consumption,553091,Barrels/Day
2018,November,Oil Products Export,300843,Barrels/Day
2018,November,Oil Products Demand,1470564,Barrels/Day
2018,December,Crude Production,223252,Barrels/Day
2018,December,Crude Import,917560,Barrels/Day
2018,December,Crude Export,22018,Barrels/Day
2018,December,Crude Throughput,1138672,Barrels/Day
2018,December,Oil Products Production,1598561,Barrels/Day
2018,December,Oil Products Import,141704,Barrels/Day
2018,December,Oil Products Supply,1740266,Barrels/Day
2018,December,Oil Products Consumption,1195826,Barrels/Day
2018,December,Mogas Consumption,207865,Barrels/Day
2018,December,Diesel Oil Consumption,431638,Barrels/Day
2018,December,Others Consumption,556323,Barrels/Day
2018,December,Oil Products Export,317606,Barrels/Day
2018,December,Oil Products Demand,1513433,Barrels/Day
2019,January,Crude Production,207907,Barrels/Day
2019,January,Crude Import,1071732,Barrels/Day
2019,January,Crude Export,33450,Barrels/Day
2019,January,Crude Throughput,1149931,Barrels/Day
2019,January,Oil Products Production,1574151,Barrels/Day
2019,January,Oil Products Import,193597,Barrels/Day
2019,January,Oil Products Supply,1767748,Barrels/Day
2019,January,Oil Products Consumption,1181053,Barrels/Day
2019,January,Mogas Consumption,196140,Barrels/Day
2019,January,Diesel Oil Consumption,430227,Barrels/Day
2019,January,Others Consumption,554686,Barrels/Day
2019,January,Oil Products Export,217307,Barrels/Day
2019,January,Oil Products Demand,1398360,Barrels/Day
2019,February,Crude Production,214800,Barrels/Day
2019,February,Crude Import,997949,Barrels/Day
2019,February,Crude Export,6429,Barrels/Day
2019,February,Crude Throughput,1139009,Barrels/Day
2019,February,Oil Products Production,1637652,Barrels/Day
2019,February,Oil Products Import,263087,Barrels/Day
2019,February,Oil Products Supply,1900740,Barrels/Day
2019,February,Oil Products Consumption,1213936,Barrels/Day
2019,February,Mogas Consumption,202337,Barrels/Day
2019,February,Diesel Oil Consumption,439949,Barrels/Day
2019,February,Others Consumption,571649,Barrels/Day
2019,February,Oil Products Export,275140,Barrels/Day
2019,February,Oil Products Demand,1489076,Barrels/Day
2019,March,Crude Production,241781,Barrels/Day
2019,March,Crude Import,925642,Barrels/Day
2019,March,Crude Export,33482,Barrels/Day
2019,March,Crude Throughput,1149453,Barrels/Day
2019,March,Oil Products Production,1632650,Barrels/Day
2019,March,Oil Products Import,217478,Barrels/Day
2019,March,Oil Products Supply,1850128,Barrels/Day
2019,March,Oil Products Consumption,1207338,Barrels/Day
2019,March,Mogas Consumption,203082,Barrels/Day
2019,March,Diesel Oil Consumption,444129,Barrels/Day
2019,March,Others Consumption,560126,Barrels/Day
2019,March,Oil Products Export,227135,Barrels/Day
2019,March,Oil Products Demand,1434473,Barrels/Day
2019,April,Crude Production,242439,Barrels/Day
2019,April,Crude Import,944771,Barrels/Day
2019,April,Crude Export,45911,Barrels/Day
2019,April,Crude Throughput,1167795,Barrels/Day
2019,April,Oil Products Production,1657657,Barrels/Day
2019,April,Oil Products Import,192907,Barrels/Day
2019,April,Oil Products Supply,1850565,Barrels/Day
2019,April,Oil Products Consumption,1169932,Barrels/Day
2019,April,Mogas Consumption,205247,Barrels/Day
2019,April,Diesel Oil Consumption,435178,Barrels/Day
2019,April,Others Consumption,529506,Barrels/Day
2019,April,Oil Products Export,227738,Barrels/Day
2019,April,Oil Products Demand,1397670,Barrels/Day
2019,May,Crude Production,234484,Barrels/Day
2019,May,Crude Import,884632,Barrels/Day
2019,May,Crude Export,17704,Barrels/Day
2019,May,Crude Throughput,1094061,Barrels/Day
2019,May,Oil Products Production,1581700,Barrels/Day
2019,May,Oil Products Import,217811,Barrels/Day
2019,May,Oil Products Supply,1799511,Barrels/Day
2019,May,Oil Products Consumption,1149569,Barrels/Day
2019,May,Mogas Consumption,198437,Barrels/Day
2019,May,Diesel Oil Consumption,434310,Barrels/Day
2019,May,Others Consumption,516821,Barrels/Day
2019,May,Oil Products Export,216909,Barrels/Day
2019,May,Oil Products Demand,1366479,Barrels/Day
2019,June,Crude Production,227250,Barrels/Day
2019,June,Crude Import,791684,Barrels/Day
2019,June,Crude Export,27936,Barrels/Day
2019,June,Crude Throughput,985064,Barrels/Day
2019,June,Oil Products Production,1494084,Barrels/Day
2019,June,Oil Products Import,210294,Barrels/Day
2019,June,Oil Products Supply,1704379,Barrels/Day
2019,June,Oil Products Consumption,1131671,Barrels/Day
2019,June,Mogas Consumption,206597,Barrels/Day
2019,June,Diesel Oil Consumption,419724,Barrels/Day
2019,June,Others Consumption,505349,Barrels/Day
2019,June,Oil Products Export,223095,Barrels/Day
2019,June,Oil Products Demand,1354766,Barrels/Day
2019,July,Crude Production,237360,Barrels/Day
2019,July,Crude Import,901811,Barrels/Day
2019,July,Crude Export,8111,Barrels/Day
2019,July,Crude Throughput,1021747,Barrels/Day
2019,July,Oil Products Production,1569841,Barrels/Day
2019,July,Oil Products Import,243414,Barrels/Day
2019,July,Oil Products Supply,1813255,Barrels/Day
2019,July,Oil Products Consumption,1136187,Barrels/Day
2019,July,Mogas Consumption,202346,Barrels/Day
2019,July,Diesel Oil Consumption,414715,Barrels/Day
2019,July,Others Consumption,519125,Barrels/Day
2019,July,Oil Products Export,225177,Barrels/Day
2019,July,Oil Products Demand,1361364,Barrels/Day
2019,August,Crude Production,221454,Barrels/Day
2019,August,Crude Import,826659,Barrels/Day
2019,August,Crude Export,32026,Barrels/Day
2019,August,Crude Throughput,1070156,Barrels/Day
2019,August,Oil Products Production,1586915,Barrels/Day
2019,August,Oil Products Import,198992,Barrels/Day
2019,August,Oil Products Supply,1785908,Barrels/Day
2019,August,Oil Products Consumption,1131513,Barrels/Day
2019,August,Mogas Consumption,202522,Barrels/Day
2019,August,Diesel Oil Consumption,400639,Barrels/Day
2019,August,Others Consumption,528351,Barrels/Day
2019,August,Oil Products Export,208493,Barrels/Day
2019,August,Oil Products Demand,1340006,Barrels/Day
2019,September,Crude Production,221758,Barrels/Day
2019,September,Crude Import,768250,Barrels/Day
2019,September,Crude Export,25778,Barrels/Day
2019,September,Crude Throughput,986092,Barrels/Day
2019,September,Oil Products Production,1565252,Barrels/Day
2019,September,Oil Products Import,196657,Barrels/Day
2019,September,Oil Products Supply,1761909,Barrels/Day
2019,September,Oil Products Consumption,1100780,Barrels/Day
2019,September,Mogas Consumption,194594,Barrels/Day
2019,September,Diesel Oil Consumption,391697,Barrels/Day
2019,September,Others Consumption,514488,Barrels/Day
2019,September,Oil Products Export,230829,Barrels/Day
2019,September,Oil Products Demand,1331610,Barrels/Day
2019,October,Crude Production,234456,Barrels/Day
2019,October,Crude Import,598014,Barrels/Day
2019,October,Crude Export,23870,Barrels/Day
2019,October,Crude Throughput,765405,Barrels/Day
2019,October,Oil Products Production,1366356,Barrels/Day
2019,October,Oil Products Import,342299,Barrels/Day
2019,October,Oil Products Supply,1708655,Barrels/Day
2019,October,Oil Products Consumption,1123923,Barrels/Day
2019,October,Mogas Consumption,205636,Barrels/Day
2019,October,Diesel Oil Consumption,410892,Barrels/Day
2019,October,Others Consumption,507393,Barrels/Day
2019,October,Oil Products Export,206107,Barrels/Day
2019,October,Oil Products Demand,1330031,Barrels/Day
2019,November,Crude Production,237061,Barrels/Day
2019,November,Crude Import,735788,Barrels/Day
2019,November,Crude Export,35000,Barrels/Day
2019,November,Crude Throughput,789878,Barrels/Day
2019,November,Oil Products Production,1418381,Barrels/Day
2019,November,Oil Products Import,285832,Barrels/Day
2019,November,Oil Products Supply,1704214,Barrels/Day
2019,November,Oil Products Consumption,1168282,Barrels/Day
2019,November,Mogas Consumption,203838,Barrels/Day
2019,November,Diesel Oil Consumption,435977,Barrels/Day
2019,November,Others Consumption,528465,Barrels/Day
2019,November,Oil Products Export,192264,Barrels/Day
2019,November,Oil Products Demand,1360546,Barrels/Day
2019,December,Crude Production,217101,Barrels/Day
2019,December,Crude Import,835538,Barrels/Day
2019,December,Crude Export,42359,Barrels/Day
2019,December,Crude Throughput,989214,Barrels/Day
2019,December,Oil Products Production,1607278,Barrels/Day
2019,December,Oil Products Import,244121,Barrels/Day
2019,December,Oil Products Supply,1851399,Barrels/Day
2019,December,Oil Products Consumption,1278592,Barrels/Day
2019,December,Mogas Consumption,209032,Barrels/Day
2019,December,Diesel Oil Consumption,433615,Barrels/Day
2019,December,Others Consumption,635945,Barrels/Day
2019,December,Oil Products Export,242739,Barrels/Day
2019,December,Oil Products Demand,1521332,Barrels/Day
